ID,상호명,주소,전화,웹사이트,이메일,업종,상태,등록일,최종발송일
401,건축사사무소 KS,대한민국 경기도 화성시 남양읍 역골로 31 501호,031-8043-5383,,,건축 설계 사무소,new,2026-05-24 11:29:48,
402,(주)이건종합건축사사무소,대한민국 경기도 화성시 청계동 오산리,031-374-7156,,,건축 설계 사무소,new,2026-05-24 11:29:48,
403,더언건축사사무소,대한민국 경기도 화성시 동탄영천로 131 코너원스마트타워 1105호,031-680-1105,https://blog.naver.com/theeon,,건축 설계 사무소,new,2026-05-24 11:29:48,
404,유영건축사사무소,대한민국 경기도 화성시 남양읍 2001,031-356-2847,,,건축 설계 사무소,new,2026-05-24 11:29:48,
405,(주)삼우종합건축사사무소,대한민국 경기도 화성시 석우동,02-2184-5114,https://www.samoo.com/,,건축 설계 사무소,new,2026-05-24 11:29:48,
406,(주)아트에이엔이건축사사무소,대한민국 경기도 화성시 향남읍 장짐리 257-1 201호,,,,건축 설계 사무소,new,2026-05-24 11:29:48,
407,명진종합건설(주),대한민국 경기도 화성시 비봉면 양노리 631-5 KR,031-356-8784,,,종합건설회사,new,2026-05-24 11:29:48,
408,한보종합건설(주),대한민국 경기도 화성시 팔탄면 구장리 28-1 1동 5호 KR,031-353-6267,,,종합건설회사,new,2026-05-24 11:29:48,
409,(주)선일종합건설,대한민국 경기도 화성시 팔탄면 구장리 673-9번지 1층 KR,062-512-7924,,,종합건설회사,new,2026-05-24 11:29:48,
410,이든종합건설(주) 김지산부장,대한민국 경기도 화성시 팔탄면 시청로721번길 7-5,010-2292-7067,,,종합건설회사,new,2026-05-24 11:29:48,
411,대현종합건설(주),대한민국 경기도 화성시 남양읍,031-355-5091,,,종합건설회사,new,2026-05-24 11:29:48,
412,(주)에코홈종합건설,대한민국 경기도 화성시 봉담읍 최루백로 225-21 1층,010-8897-2365,https://www.ecohs.co.kr/,2982364@naver.com,종합건설회사,new,2026-05-24 11:29:48,
413,(주)온누리종합건설,대한민국 경기도 화성시 팔탄면 창곡리,031-366-3468,,,종합건설회사,new,2026-05-24 11:29:48,
414,(주)라경종합건설,대한민국 경기도 화성시 팔탄면 매곡리 182-12,031-354-0095,,,종합건설회사,new,2026-05-24 11:29:48,
415,(주)아이종합건설,대한민국 경기도 화성시 송산면 사강리 276-5,,,,종합건설회사,new,2026-05-24 11:29:48,
416,성학건축사사무소,대한민국 인천광역시 연수구 인권로 27,032-425-3435,http://sunghak.co.kr/,sunghak_archi@naver.com,기계설비 설계 사무소,new,2026-05-24 11:29:48,
417,대한전문건설협회 인천광역시회,대한민국 인천광역시,032-428-7331,http://www.kosca23.or.kr/,a@b.com,기계설비 전문건설,new,2026-05-24 11:29:48,
418,대한건설기계협회,대한민국 인천광역시 미추홀구 숭의2동 303-128,032-882-3350,http://www.kcea.or.kr/,,기계설비 전문건설,new,2026-05-24 11:29:48,
419,주식회사 인스텍 기계설비성능점검,대한민국 인천광역시 계양구 계양문화로 54,010-9920-8888,http://8888hd.wixsite.com/instech,8888hd@naver.com,기계설비 전문건설,new,2026-05-24 11:29:48,
420,한국건설직업전문학원,대한민국 인천광역시 남동구 고잔동 은청로 26-18 2층,032-236-0088,https://ic.hankookok.co.kr/,hk-inc24@daum.net,기계설비 전문건설,new,2026-05-24 11:29:48,
421,건축기계설비SHOPDWG,대한민국 인천광역시 부평구 부평동 407 8번지 삼성아파트 1층 102-1호,,,,기계설비 전문건설,new,2026-05-24 11:29:48,
422,안전소방시설공사,대한민국 인천광역시 미추홀구 주안3동 1422,032-429-1191,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
423,인천소방본부,대한민국 인천광역시 미추홀구 인하로 190,032-870-3010,https://www.incheon.go.kr/119/index,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
424,한국소방시설협회 인천시회,대한민국 인천광역시 부평구 경인로 767,032-467-4201,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
425,(주)한국소방엔지니어링,대한민국 인천광역시 계양구 임학동 67-8,032-548-1193,,,소방설비 설계 사무소,new,2026-05-24 11:29:48,
426,단에이앤씨 종합건축사사무소,대한민국 인천광역시 연수구 송도미래로 47,032-425-8855,https://www.dananc.com/,example@email.com,전기 설비 설계,new,2026-05-24 11:29:48,
427,이앤피,대한민국 인천광역시 남동구 고잔동 남동서로 113번길 31,032-421-8204,http://enp.iposbiz.co.kr/,,전기 설비 설계,new,2026-05-24 11:29:48,
428,홈씨씨 인테리어 인천점,대한민국 인천광역시 서구 중봉대로393번길 16,032-570-7000,http://www.homecc.com/,homeccmall@homecc.com,전기 설비 설계,new,2026-05-24 11:29:48,
429,우수종합전기,대한민국 인천광역시 서구 가좌동 602-70,032-773-1980,http://www.wspnl.co.kr/,,전기 설비 설계,new,2026-05-24 11:29:48,
430,인천전기,대한민국 인천광역시 부평구 부평동 49번지,032-502-6641,,,전기 설비 설계,new,2026-05-24 11:29:48,
431,인천대산전기직업학교,대한민국 인천광역시 부평구 부평대로17번길 5 보성빌딩 2층,032-507-8777,http://www.icdsan.co.kr/,,전기 설비 설계,new,2026-05-24 11:29:48,
432,인천대산전기직업학교 서구캠퍼스,대한민국 인천광역시 서구 심곡로56번길 2 삼원빌딩 2층,032-561-6333,https://blog.naver.com/majalk2,,전기 설비 설계,new,2026-05-24 11:29:48,
433,가나전기공사,대한민국 인천광역시 중구 운남동,032-265-5050,,,전기 설비 설계,new,2026-05-24 11:29:48,
434,신영전기,대한민국 인천광역시 십정동 209-29번지 상가연립 나동 10호 부평구 인천광역시 KR,032-421-4696,http://www.sygo.co.kr/,smjang327@naver.com,전기 설비 설계,new,2026-05-24 11:29:48,
435,전기공사,대한민국 인천광역시 부평구 부개동,032-710-0091,,,전기 설비 설계,new,2026-05-24 11:29:48,
436,푸른들판이엔지,대한민국 인천광역시 미추홀구 인하로339번길 16 104호,070-8285-6090,http://pdeng.co.kr/,,배관 설계 전문,new,2026-05-24 11:29:48,
437,하이스틸제1공장,대한민국 인천광역시 남동구 고잔동 673-3,032-815-6386,,,배관 설계 전문,new,2026-05-24 11:29:48,
438,(주)서경엔씨,대한민국 인천광역시 서구 가좌동,032-572-2215,,,배관 설계 전문,new,2026-05-24 11:29:48,
439,건설기술교육원 인천본원,대한민국 인천광역시 남동구 만수1동 377,032-463-4901,https://www.kicte.or.kr/,,배관 설계 전문,new,2026-05-24 11:29:48,
440,한샘키친연수점,대한민국 인천광역시 연수구 연수동 606-6 새롬빌딩 2층,032-819-0005,http://한샘연수점.com/,globalagent@naver.com,배관 설계 전문,new,2026-05-24 11:29:48,
441,고산엔지니어링,대한민국 인천광역시 연수구 청학동 496-4,032-429-8651,http://www.kosaneng.co.kr/,,배관 설계 전문,new,2026-05-24 11:29:48,
442,한국폴리텍대학 남인천캠퍼스,대한민국 인천광역시 미추홀구 주안5동 염전로333번길 23,032-450-0300,http://www.kopo.ac.kr/namincheon,,배관 설계 전문,new,2026-05-24 11:29:48,
443,누수탐지,대한민국 인천광역시 부평구 원적로472번길 2 창신빌딩 4층 402호-A114,010-6534-7531,https://heymantech.com/,,배관 설계 전문,new,2026-05-24 11:29:48,
444,세이쿡,대한민국 인천광역시 부평구 376,032-517-9393,http://saycook.kr/,saycook@saycook.kr,배관 설계 전문,new,2026-05-24 11:29:48,
445,공신이앤씨(주),대한민국 인천광역시 중구 신흥동3가 7-308,032-891-3174,,,배관 설계 전문,new,2026-05-24 11:29:48,
446,인천인테리어,대한민국 인천광역시 연수구 비류대로331번길 2-1,010-8200-0458,http://interior.incheon.kr/,s82000458@gmail.com,HVAC 설계 전문,new,2026-05-24 11:29:48,
447,인천광역시교육청,대한민국 인천광역시 남동구 정각로 9,032-423-3303,https://www.ice.go.kr/ice/main.do,,HVAC 설계 전문,new,2026-05-24 11:29:48,
448,명진테크,대한민국 인천광역시,032-573-4100,http://www.mjtco.com/,,HVAC 설계 전문,new,2026-05-24 11:29:48,
449,인천광역시청,대한민국 인천광역시 남동구 정각로 29,032-120,http://www.incheon.go.kr/,,HVAC 설계 전문,new,2026-05-24 11:29:48,
450,스마트냉동플랜트,대한민국 인천광역시 동구 화수동 275-21번지,070-4643-0679,,,HVAC 설계 전문,new,2026-05-24 11:29:48,
451,(주)건축사사무소바인,대한민국 인천광역시 연수구 송도동 15-12,032-432-8111,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
452,티씨엠씨건축사사무소,대한민국 인천광역시 남동구 구월동 1111-10,032-424-1115,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
453,건축사사무소MIN,대한민국 인천광역시 남동구 만수동 984-2,032-467-2434,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
454,시나건축사사무소,대한민국 인천광역시 미추홀구 주안동,032-710-0067,,,건축사사무소 BIM,new,2026-05-24 11:29:48,
455,인천시종합건설본부,대한민국 인천광역시 미추홀구 도화동 421-19,032-868-9130,,,종합건설 설계팀,new,2026-05-24 11:29:48,
456,STR종합건설,대한민국 인천광역시 남동구 16 28,1577-7239,,,종합건설 설계팀,new,2026-05-24 11:29:48,
457,유승종합건설,대한민국 인천광역시 남동구 논현로46번길 51,032-524-8822,http://www.youseung.co.kr/,,종합건설 설계팀,new,2026-05-24 11:29:48,
458,포유종합건설,대한민국 인천광역시 KR 인천광역시 연수구 하모니로 158 A동 510호,032-811-4520,,,종합건설 설계팀,new,2026-05-24 11:29:48,
459,정석종합건설,대한민국 인천광역시 남동구 선수촌공원로 17번길 8,032-429-6403,http://jsdi.co.kr/,,종합건설 설계팀,new,2026-05-24 11:29:48,
460,세형종합건설 (주),대한민국 인천광역시 서구 북항로 32 번안길 8 북항프라자 4층 409호,032-564-7017,http://sehyunghouse.com/,,종합건설 설계팀,new,2026-05-24 11:29:48,
461,(주)민수종합건설,대한민국 인천광역시 미추홀구 주안동 번지 2층 1417-93 2호,032-427-4255,,,종합건설 설계팀,new,2026-05-24 11:29:48,
462,한일종합건설,대한민국 인천광역시 미추홀구 도화1동 387-9,032-863-8300,,,종합건설 설계팀,new,2026-05-24 11:29:48,
463,진복종합건설,대한민국 인천광역시,032-865-0000,,,종합건설 설계팀,new,2026-05-24 11:29:48,
464,신록건설,대한민국 인천광역시 미추홀구 문학동 356-9,032-464-4400,,,종합건설 설계팀,new,2026-05-24 11:29:48,
465,(주)삼국종합건설,대한민국 인천광역시 계양구 작전동 901-4,032-551-3111,,,종합건설 설계팀,new,2026-05-24 11:29:48,
466,SHK글로벌,대한민국 인천광역시 연수구 송도동 과학로16번길 13-18 건원테크노큐브 730호,1577-5914,,,종합건설 설계팀,new,2026-05-24 11:29:48,
467,정일종합건설(주),대한민국 인천광역시 서구 경서동 681-10,032-888-5757,,,종합건설 설계팀,new,2026-05-24 11:29:48,
468,대건종합건설(주),대한민국 인천광역시 남동구 구월1동 1129-7,032-543-0292,,,종합건설 설계팀,new,2026-05-24 11:29:48,
469,아라종합건설(주),대한민국 인천광역시,032-822-7054,,,종합건설 설계팀,new,2026-05-24 11:29:48,
470,나경종합건설(주),대한민국 인천광역시 부평구 부평동 441-8번지 201호,032-508-9504,,,종합건설 설계팀,new,2026-05-24 11:29:48,
471,한국종합건설(주),대한민국 인천광역시 서구 연희동 682-14,032-568-4210,,,종합건설 설계팀,new,2026-05-24 11:29:48,
472,경우종합건설(주),대한민국 인천광역시 남동구 구월4동 1319-2,032-468-6153,,,종합건설 설계팀,new,2026-05-24 11:29:48,
473,(주) 한길건축사사무소,대한민국 인천광역시 연수구 먼우금로 197,032-817-1238,http://hangilarchi.com/,email@website.com,건축 설계 사무소,new,2026-05-24 11:29:48,
474,(주)이드건축사사무소,대한민국 인천광역시 남동구 은봉로 309-1,032-876-7066,http://idarch.co.kr/,ci7066@naver.com,건축 설계 사무소,new,2026-05-24 11:29:48,
475,건축사사무소 가치,대한민국 인천광역시 연수구 청능대로 93 6층 603호,032-721-5211,https://www.gachi-a.com/,,건축 설계 사무소,new,2026-05-24 11:29:48,
476,ANC 건축사사무소,대한민국 인천광역시 202 한주빌딩 2호 KR 인천광역시 남동구 문화서로 76,032-710-9950,,,건축 설계 사무소,new,2026-05-24 11:29:48,
477,(주)성도건축사사무소,대한민국 인천광역시 연수구 송도동 송도미래로 30 스마트밸리지식산업센터 A동 2107호,032-467-1144,https://sdarchi.net/,user@domain.com,건축 설계 사무소,new,2026-05-24 11:29:48,
478,주안건축사사무소,대한민국 인천광역시 연수동 568-3번지 금문빌딩 702호 연수구 인천광역시 KR,032-462-0197,,,건축 설계 사무소,new,2026-05-24 11:29:48,
479,앤드에이건축사사무소,대한민국 인천광역시 연수구 청학동 502-2번지 8층 801호,,,,건축 설계 사무소,new,2026-05-24 11:29:48,
480,대한건축사협회 인천광역시건축사회,대한민국 인천광역시 중구 제물량로 203-1,032-437-3381,http://www.inkira.or.kr/,inkira@inkira.or.kr,건축 설계 사무소,new,2026-05-24 11:29:48,
481,건축사사무소아이엔오,대한민국 인천광역시 연수구 동춘동 835-1,032-765-7700,,,건축 설계 사무소,new,2026-05-24 11:29:48,
482,서일건축사사무소,대한민국 인천광역시 남동구 구월동 선수촌공원로 9 구월테크노밸리 B동 610호,032-471-0512,,,건축 설계 사무소,new,2026-05-24 11:29:48,
483,도우건축사사무소,대한민국 인천광역시 연수구 송도동 15-12,032-561-3355,,,건축 설계 사무소,new,2026-05-24 11:29:48,
484,백경건축사사무소,대한민국 인천광역시 부평구 부평4동 881-1,032-503-3333,,,건축 설계 사무소,new,2026-05-24 11:29:48,
485,(주)호안건축사사무소,대한민국 인천광역시 연수구 송도동 2-7,032-668-0147,,,건축 설계 사무소,new,2026-05-24 11:29:48,
486,(주)이텍종합건축사사무소,대한민국 인천광역시 미추홀구 주안8동,032-816-0822,,,건축 설계 사무소,new,2026-05-24 11:29:48,
487,중앙건축설계사무소,대한민국 인천광역시 남동구 논현동,032-551-8082,,,건축 설계 사무소,new,2026-05-24 11:29:48,
488,(주)삼우공간건축사사무소,대한민국 인천광역시 연수구 송도동,032-832-3965,,,건축 설계 사무소,new,2026-05-24 11:29:48,
489,(주)두레종합건설,대한민국 인천광역시 남동구 논현동 448-2,032-822-0181,,,종합건설회사,new,2026-05-24 11:29:48,
490,(주)디오종합건설,대한민국 인천광역시 연수구 동춘동 번지 401호 303-1 에스알프라자,032-822-7788,,,종합건설회사,new,2026-05-24 11:29:48,
491,(주)온누리종합건설,대한민국 인천광역시 연수구 송도 센트로드 B동 2906호,032-325-5560,,,종합건설회사,new,2026-05-24 11:29:48,
492,청암종합건설(주),대한민국 인천광역시 연수구 동춘동 820-40,032-888-6611,,,종합건설회사,new,2026-05-24 11:29:48,
493,(주)무진종합건설,대한민국 인천광역시 연수구 연수2동 596-7,032-822-8602,,,종합건설회사,new,2026-05-24 11:29:48,
494,CRK 종합건설,대한민국 인천광역시 남동구 남촌도림동 남동대로425번길 35 남촌동 607-9,032-813-7008,,,종합건설회사,new,2026-05-24 11:29:48,
495,(주)다원종합건설,대한민국 인천광역시 미추홀구 학익동 239-12,032-861-1105,,,종합건설회사,new,2026-05-24 11:29:48,
496,성강종합건설(주),대한민국 인천광역시 남동구 고잔동 655-2,032-817-4966,http://sungkangcon.com/,sk7343@hanmail.net,종합건설회사,new,2026-05-24 11:29:48,
